cv_roc_auc,cv_accuracy,cv_precision,cv_recall,cv_f1,cv_score_mean,cv_score_std,test_roc_auc,test_accuracy,test_precision,test_recall,test_f1,accuracy_ci_lower,accuracy_ci_upper,precision_ci_lower,precision_ci_upper,recall_ci_lower,recall_ci_upper,f1_ci_lower,f1_ci_upper,roc_auc_ci_lower,roc_auc_ci_upper,overfitting_gap,cost_loss,final_features,model_path,model_checksum,scaler_path,scaler_checksum,metadata_path,metadata_checksum,timestamp,decision_threshold,scoring,n_estimators,max_depth,min_samples_split,n_features_to_select,n_folds,random_state,oversampling_method,categorical_features,use_undersampling,max_vif,n_bootstraps,alpha,test_size,memory_threshold,cost_weight,package_versions
0.0,0.0,0.0,0.0,0.0,0.5047619047619047,0.13669238185149832,0.6041666666666667,0.5714285714285714,0.5,0.5,0.5,0.31220370689750276,0.83065343595964,0.10527777777777779,1.0,0.13348214285714288,0.8571428571428571,0.15993589743589745,0.789444444444444,0.23726495726495728,0.9166666666666667,0.0,0.0,"[{""feature"": ""worship_to_vigilance_ratio"", ""importance"": 0.3084945899672357}, {""feature"": ""loan_to_saving_ratio"", ""importance"": 0.2528734781607752}, {""feature"": ""extravagance_to_spending_ratio"", ""importance"": 0.2011209980206611}, {""feature"": ""worship_to_payoff_ratio"", ""importance"": 0.13361484805454718}, {""feature"": ""spending_vigilance_interaction"", ""importance"": 0.10389608579678082}]",artifacts/models/custom_model_20260315_154035.pkl,83d789a58d2c7ff2b960e25db12e9230327a8299e79f7e6e32aa2d707ce04908,artifacts/scalers/custom_scaler_20260315_154035.pkl,0af71200ea53d1774c8fa175c01ebcefc9b780042a9de15d118853230063757d,,,20260315_154035,0.5,f1,"[50, 100, 200]","[3, 5, 10, null]","[2, 5, 10]",10,5,42,borderline,[],False,1.5,500,0.05,0.2,1000000000,"{""0"": 1, ""1"": 1}","{""sklearn"": ""1.6.1"", ""joblib"": ""1.3.2"", ""pandas"": ""1.5.3"", ""numpy"": ""1.26.4""}"
